epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,6531.71,1.32376,0.46082,0.00239,0.94912,0.96788,0.99052,0.75653,0.90781,0.33195,0.00082,0.0002378,0.0002378,0.0002378
180,6567.76,1.32564,0.46561,0.0025,0.95473,0.97265,0.99113,0.76186,0.89093,0.33174,0.0008,0.0002279,0.0002279,0.0002279
181,6604.22,1.31507,0.44188,0.00226,0.9647,0.97643,0.99204,0.77244,0.86246,0.30921,0.00078,0.000218,0.000218,0.000218
182,6640.91,1.33564,0.45836,0.00241,0.96871,0.97542,0.99207,0.77324,0.85687,0.31074,0.00077,0.0002081,0.0002081,0.0002081
183,6677.41,1.33316,0.42649,0.00203,0.96822,0.96972,0.99187,0.76443,0.88073,0.30951,0.00079,0.0001982,0.0001982,0.0001982
184,6713.87,1.33391,0.43357,0.00217,0.97264,0.97253,0.99236,0.78198,0.83935,0.30119,0.00075,0.0001883,0.0001883,0.0001883
185,6750,1.32227,0.441,0.00224,0.97244,0.96068,0.99169,0.76545,0.88789,0.30715,0.00079,0.0001784,0.0001784,0.0001784
186,6786.18,1.3207,0.46432,0.00247,0.9672,0.96532,0.99149,0.78016,0.84634,0.30815,0.00076,0.0001685,0.0001685,0.0001685
187,6821.89,1.3101,0.42808,0.00217,0.97607,0.9586,0.99185,0.7683,0.88732,0.30509,0.0008,0.0001586,0.0001586,0.0001586
188,6859.1,1.31718,0.44099,0.00217,0.97796,0.95923,0.99199,0.77926,0.85281,0.30485,0.00077,0.0001487,0.0001487,0.0001487
189,6896.27,1.34867,0.47195,0.00245,0.9737,0.9608,0.99184,0.76128,0.90088,0.31243,0.00081,0.0001388,0.0001388,0.0001388
190,6932.14,1.31393,0.44023,0.00224,0.96613,0.9404,0.98662,0.766,0.86295,0.32534,0.00078,0.0001289,0.0001289,0.0001289
191,6970.85,1.29838,0.40531,0.00202,0.97679,0.97399,0.99269,0.76539,0.87827,0.29519,0.00079,0.000119,0.000119,0.000119
192,7005.92,1.33279,0.40838,0.00205,0.9543,0.95555,0.9875,0.74703,0.91567,0.34379,0.00083,0.0001091,0.0001091,0.0001091
193,7040.54,1.31791,0.40371,0.00202,0.957,0.9376,0.9804,0.74432,0.90674,0.35716,0.00083,9.92e-05,9.92e-05,9.92e-05
194,7075.45,1.3102,0.40414,0.00209,0.95697,0.94712,0.98392,0.75715,0.88132,0.33206,0.0008,8.93e-05,8.93e-05,8.93e-05
195,7109.78,1.28188,0.3906,0.00192,0.96833,0.9633,0.99142,0.76106,0.89359,0.30924,0.0008,7.94e-05,7.94e-05,7.94e-05
196,7144.8,1.29158,0.40728,0.00198,0.98009,0.968,0.99235,0.77072,0.87125,0.29852,0.00078,6.95e-05,6.95e-05,6.95e-05
197,7179.42,1.28871,0.39364,0.00201,0.9734,0.96516,0.99193,0.76113,0.89591,0.3065,0.00081,5.96e-05,5.96e-05,5.96e-05
198,7214.22,1.29383,0.3929,0.00199,0.9732,0.96361,0.99177,0.7677,0.87854,0.30707,0.00078,4.97e-05,4.97e-05,4.97e-05
199,7248.46,1.26082,0.37681,0.00193,0.97206,0.96004,0.99153,0.76699,0.88817,0.31034,0.0008,3.98e-05,3.98e-05,3.98e-05
200,7282.92,1.28155,0.39221,0.00199,0.96689,0.96294,0.99107,0.7664,0.88721,0.31643,0.0008,2.99e-05,2.99e-05,2.99e-05
